,post_url,num_comments,num_likes,caption,image_url,is_video
40,https://www.instagram.com/p/CFXALu1BfOL/,308,56082,Quilted maxi crossbody bag #zarawoman,https://scontent-ort2-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/119950131_614678896085345_8793302202324143966_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com&_nc_cat=105&_nc_ohc=l_1oyJE_hcUAX8W6C-m&tp=19&oh=2807a2c1e1baa0d56cb4f87a3a32d892&oe=5FBB1981,False
41,https://www.instagram.com/p/CFWku0nB8sN/,221,47193,Large leather bucket bag #zarawoman,https://scontent-ort2-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/119789506_973422523177754_8608462292063316432_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com&_nc_cat=102&_nc_ohc=kIRuUYvj9AAAX_JIwtZ&_nc_tp=15&oh=e7e8001166068bf0e80f21d31ebebe8f&oe=5FBB9CAE,False
42,https://www.instagram.com/p/CFU060EBFPw/,693,100679,Limited edition mini blazer dress #zarawoman,https://scontent-ort2-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/119726025_391443541858030_7202263711848546871_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com&_nc_cat=110&_nc_ohc=x_WEx7DJW4UAX97gFlp&_nc_tp=15&oh=b20a29597e089e89b65bc4620d14d7f5&oe=5FBA95F3,False
43,https://www.instagram.com/p/CFUZQKPhVgb/,270,68090,Limited edition dress and jewel top #zarawoman,https://scontent-ort2-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/119894323_169720398037555_1244210625028335227_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com&_nc_cat=107&_nc_ohc=basSmFlBFPcAX9caThQ&_nc_tp=15&oh=9342ea209dd565e6729a1060f8aaf653&oe=5FB97F5E,False
44,https://www.instagram.com/p/CFT67-cBzia/,198,65448,Limited edition blazer and jewel top #zarawoman,https://scontent-ort2-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/119710793_1548321405341489_7944349044545667964_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com&_nc_cat=105&_nc_ohc=Uy8LmXPh6coAX_1EDC_&_nc_tp=15&oh=7faa785647fe967d0737101d557d9c96&oe=5FBC7C4E,False
45,https://www.instagram.com/p/CFSYgtCBOVX/,304,87525,Day Dreaming. Arsun + Gray #zarawoman #zaraman,https://scontent-ort2-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/119707757_660456121251291_8624802448734896744_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com&_nc_cat=103&_nc_ohc=U0X6wgaWYvkAX8bkGHm&tp=19&oh=22171fee6c822cdd176c71d51b17872a&oe=5FBBCD40,False
46,https://www.instagram.com/p/CFRvR2JBPF-/,252,51374,Day Dreaming. Arsun + Gray  #zarawoman #zaraman,https://scontent-ort2-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/119612232_815134715722644_1276835885353507524_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com&_nc_cat=100&_nc_ohc=He85kStp6xcAX-DvZlq&_nc_tp=15&oh=39d53dd1942e8aa4d3bcbd153d18ea06&oe=5FB8E61A,False
47,https://www.instagram.com/p/CFROkK-h5Oh/,205,48168,Day Dreaming. Arsun + Gray  #zarawoman #zaraman,https://scontent-ort2-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/119613714_353110822736736_4642135444185414436_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com&_nc_cat=100&_nc_ohc=VoCLxPfnuVwAX-gPPtl&_nc_tp=15&oh=d260ffb7ff02e79a0779dba31da9dbe8&oe=5FBBFFC8,False
48,https://www.instagram.com/p/CFKf0buhjjN/,842,41602,ZARA / CITIES. A project shot in the streets of Stockholm @zaraman #zaracities #zaraman,https://scontent-ort2-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/119433256_326394741806017_3689752389181464087_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com&_nc_cat=101&_nc_ohc=BUi2gnOwLYsAX9jIlA5&tp=19&oh=f28424afd8b5af5ba933e1556d43bea7&oe=5FBAC02C,False
49,https://www.instagram.com/p/CFKC19jBsEe/,255,34497,ZARA / CITIES. A project shot in the streets of Stockholm @zaraman #zaracities #zaraman,https://scontent-ort2-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/119468484_351986622879573_1643408785477849003_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com&_nc_cat=109&_nc_ohc=zPWv3rBeOIQAX-AMtOd&tp=19&oh=d0b56cf96e43d88cd23c989f83430698&oe=5FBA843D,False
