,words,count
1722,bottles,2
1723,4.75,2
1724,score,2
1725,move,2
1726,five,2
1727,mm,2
1728,sandwich,2
1729,seem,2
1730,grapefruit.,2
1731,"weed,",2
1732,center,2
1733,draft.,2
1734,cm,2
1735,gastric,2
1736,ethanol,2
1737,dance,2
1738,degrees,2
1739,(maximum,2
1740,faded,2
1741,life,2
1742,behind.,2
1743,thank,2
1744,cranberry,2
1745,important,2
1746,"dank,",2
1747,"porters,",2
1748,according,2
1749,hunahpu,2
1750,"rear-lite,",2
1751,1.5,2
1752,"iipa,",2
1753,complete,2
1754,initially,2
1755,"ba,",2
1756,"and,",2
1757,maine,2
1758,carry,2
1759,"yeast,",2
1760,yeast.,2
1761,diminishing,2
1762,omg!,2
1763,however,2
1764,went,2
1765,boy,2
1766,sent,2
1767,dankness.,2
1768,them,2
1769,"seen,",2
1770,"marzipan,",2
1771,guava,2
1772,breakfast,2
1773,softness,2
1774,scale.,2
1775,rough,2
1776,bouquet,2
1777,feels,2
1778,"cacao,",2
1779,liquid,2
1780,chilies,2
1781,"finish,",2
1782,balloon,2
1783,"ris,",2
1784,whipped,2
1785,"beans,",2
1786,"effervescence,",2
1787,"damn,",2
1788,medium-full,2
1789,"appearance,",2
1790,knock,2
1791,dancing,2
1792,"top,",2
1793,somehow,2
1794,featuring,2
1795,st.,2
1796,outstanding.,2
1797,throat,2
1798,oats,2
1799,"silky,",2
1800,chair,2
1801,nice.,2
1802,aftertaste.,2
1803,dankness,2
1804,"way,",2
1805,else.,2
1806,slightly.,2
1807,delicious!,2
1808,quality.,2
1809,pastry.,2
1810,meets,2
1811,seth.,2
1812,wow!,2
1813,appearance.,2
1814,led,2
1815,neipa.,2
1816,@fbarber,2
1817,part,2
1818,lending,2
1819,sits,2
1820,"fluid,",2
1821,raw,2
1822,didn't,2
1823,pear,2
1824,"bread,",2
1825,hyped,2
1826,delicious.,2
1827,person,2
1828,concludes,2
1829,roast.,2
1830,type,2
1831,aromatic,2
1832,dinner,2
1833,pineapple.,2
1834,"melon,",2
1835,tangerine,2
1836,angry,2
1837,single,2
1838,opened.,2
1839,lets,2
1840,"something,",2
1841,combines,2
1842,either,2
1843,intended,2
1844,"peppers,",2
1845,brandy,2
1846,"heat,",2
1847,missing,2
1848,espresso,2
1849,helps,2
1850,lace.,2
1851,stem,2
1852,intensely,2
1853,full-bodied,2
1854,load.,1
1855,late,1
1856,"brownies,",1
1857,"related,",1
1858,low-carbonated,1
1859,brown/black,1
1860,distance.,1
1861,wildly,1
1862,beverage.,1
1863,"never,",1
1864,papaya,1
1865,finished,1
1866,years),1
1867,cup,1
1868,4/27/21,1
1869,mosaic,1
1870,upper,1
1871,showcases,1
1872,exceptional,1
1873,note:,1
1874,b1,1
1875,lupulin,1
1876,"opaque,",1
1877,stick,1
1878,bodied.,1
1879,hazier,1
1880,09/23/20.,1
1881,mango.,1
1882,"guys,",1
1883,supppose.,1
1884,dollars.,1
1885,bad!,1
1886,shares,1
1887,dryness,1
1888,watery,1
1889,news:,1
1890,"occasions,",1
1891,offering.,1
1892,baking,1
1893,pancakes,1
1894,enthusiasts.,1
1895,subdued.,1
1896,sat,1
1897,"imho,",1
1898,"mouth-coating,",1
1899,consume.,1
1900,premium,1
1901,smelled.,1
1902,instead,1
1903,night-box;,1
1904,preserve,1
1905,(oct),1
1906,choreograph,1
1907,october,1
1908,1660,1
1909,smore's,1
1910,#163,1
1911,"earthiness,",1
1912,precision,1
1913,market,1
1914,spot.,1
1915,#249,1
1916,technical,1
1917,follow;,1
1918,belcher,1
1919,brett...,1
1920,best-by,1
1921,passes,1
1922,"2020,",1
1923,rendition,1
1924,dominates.,1
1925,current,1
1926,(thank,1
1927,"grapes,",1
1928,"minerals,",1
1929,9/15/21.,1
1930,pancakes.,1
1931,pancake,1
1932,numerous,1
1933,rank:,1
1934,gracefully,1
1935,"feeling,",1
1936,tilquin,1
1937,suffered.,1
1938,ledger,1
1939,haven’t,1
1940,baked,1
1941,7,1
1942,wcipa,1
1943,significantly,1
1944,cleanse,1
1945,"tangerines,",1
1946,advocate,1
1947,"galaxy!),",1
1948,/,1
1949,b2).,1
1950,"shine,",1
1951,occasions.,1
1952,"marshmallow,",1
1953,you’ve,1
1954,biscuity,1
1955,incredible;,1
1956,elsewhere,1
1957,star,1
1958,guess,1
1959,sixteen,1
1960,cherries.,1
1961,thicker.,1
1962,cola.,1
1963,pa,1
1964,risk,1
1965,package,1
1966,"nice,",1
1967,crazy!!,1
1968,dish,1
1969,included,1
1970,"ethanol,",1
1971,"not,",1
1972,ma.,1
1973,handful,1
1974,"havertown,",1
1975,"disclosure,",1
1976,definite,1
1977,richness,1
1978,meld,1
1979,99??,1
1980,limit,1
1981,dessert-like.,1
1982,overtones,1
1983,oil.,1
1984,together.,1
1985,"noticeable,",1
1986,ice,1
1987,8.6%,1
1988,sounds,1
1989,melted,1
1990,1,1
1991,(!).,1
1992,"29th,",1
1993,"luscious,",1
1994,noticed,1
1995,"receding,",1
1996,temptation,1
1997,continued,1
1998,soap.,1
1999,concept,1
2000,skunky,1
2001,subtle),1
2002,parts,1
2003,"subdued,",1
2004,handled,1
2005,"immediate,",1
2006,reminds,1
2007,changed,1
2008,subject,1
2009,display,1
2010,y'all,1
2011,inclined,1
2012,"kriek,",1
2013,sucked,1
2014,grace,1
2015,favours,1
2016,lifting,1
2017,"spice,",1
2018,own.,1
2019,cereal.,1
2020,buy.,1
2021,restraint,1
2022,kriek/cherry,1
2023,haziness,1
2024,pleaser,1
2025,reputation,1
2026,offer.,1
2027,tends,1
2028,sum,1
2029,become,1
2030,"fan,",1
2031,guys,1
2032,"booze,",1
2033,ne-style,1
2034,originally,1
2035,"b,",1
2036,definitively,1
2037,plan,1
2038,aren't,1
2039,kriek,1
2040,copenhagen.,1
2041,lambic.,1
2042,brutally,1
2043,inoffensive,1
2044,"driving,",1
2045,satisfying,1
2046,"heart,",1
2047,jumping,1
2048,heavily,1
2049,"pucker,",1
2050,chocolatey.,1
2051,sport.,1
2052,"hoppy,",1
2053,distribute,1
2054,accent,1
2055,9/27:,1
2056,spectrum,1
2057,"trigger,",1
2058,patient,1
2059,resin?,1
2060,share.,1
2061,"amazing,",1
2062,and/or,1
2063,butterscotch,1
2064,hand.,1
2065,2012,1
2066,"mahogany,",1
2067,"hazed,",1
2068,only.,1
2069,espresso.,1
2070,chips,1
2071,constructed,1
2072,balls,1
2073,age?,1
2074,8/30;,1
2075,cocoa-dusted,1
2076,wife,1
2077,biting,1
2078,6/30/21,1
2079,muted,1
2080,crushed,1
2081,canned-on,1
2082,raisin.,1
2083,"heft,",1
2084,yum.,1
2085,foreshadowing,1
2086,westbrook,1
2087,huskiness,1
2088,superbly,1
2089,normally,1
2090,"less,",1
2091,"aside,",1
2092,satisfy,1
2093,volume,1
2094,beans,1
2095,kingdom.,1
2096,grains.,1
2097,maltiness,1
2098,mine,1
2099,"part,",1
2100,much.,1
2101,"while,",1
2102,hf,1
2103,shortlist,1
2104,slowly.fig,1
2105,dab,1
2106,caps,1
2107,impression.,1
2108,supporting.,1
2109,spices,1
2110,tan/brown,1
2111,"porter,",1
2112,afterwards!!,1
2113,"ny,",1
2114,octane.,1
2115,totally,1
2116,humble,1
2117,carefully,1
2118,dies,1
2119,stout!!!!,1
2120,poughkeepsie,1
2121,size,1
2122,"consider,",1
2123,befits,1
2124,pecan,1
2125,opinion:,1
2126,oklahoma,1
2127,melting,1
2128,focusing,1
2129,melds,1
2130,"walnut,",1
2131,smoky,1
2132,element.,1
2133,"of,",1
2134,"soaked,",1
2135,"short,",1
2136,"10,",1
2137,enhanced,1
2138,used.,1
2139,this?,1
2140,currant,1
2141,showcasing,1
2142,softness.,1
2143,web,1
2144,spider,1
2145,"lower,",1
2146,flakes,1
2147,"o's,",1
2148,bath,1
2149,flowery,1
2150,distributors,1
2151,function,1
2152,earth,1
2153,feature,1
2154,"freshest,",1
2155,ya,1
2156,on.,1
2157,expensive,1
2158,stealthily,1
2159,is:,1
2160,"overwhelming,",1
2161,"citric,",1
2162,"ken.pale,",1
2163,utility,1
2164,stinky,1
2165,12%,1
2166,(whiskey/bourbon),1
2167,goin',1
2168,yikes.,1
2169,5.25%,1
2170,wicked,1
2171,superb:,1
2172,brettanomyces,1
2173,5/21/21,1
2174,right.,1
2175,collecting,1
2176,11/11/20,1
2177,"presence,",1
2178,"""find"".",1
2179,mushroom,1
2180,"nuts,",1
2181,"""bite""",1
2182,"with,",1
2183,porters).,1
2184,ring.,1
2185,13%,1
2186,crushable,1
2187,whisks,1
2188,logic.,1
2189,"special,",1
2190,classify,1
2191,sediment,1
2192,whiskey.,1
2193,touches,1
2194,pith.,1
2195,aroma),1
2196,session,1
2197,what's,1
2198,additional,1
2199,quickly.,1
2200,3/12/20.,1
2201,stonefruiy,1
2202,"bubblegum,",1
2203,filled,1
2204,jury,1
2205,bif.,1
2206,"meant,",1
2207,sorcery,1
2208,honeydew,1
2209,lactose?,1
2210,3-4,1
2211,today,1
2212,"sip,",1
2213,bread.,1
2214,appetizing,1
2215,"9/17/20,",1
2216,nevertheless.,1
2217,11/2/2020.,1
2218,deliciously,1
2219,over-ripened,1
2220,jay,1
2221,"powerful,",1
2222,melded,1
2223,pungent.,1
2224,2015.,1
2225,land,1
2226,oxidization.,1
2227,carbonation..,1
2228,resin-y,1
2229,addition,1
2230,over-ripe,1
2231,unpleasant,1
2232,fullness.,1
2233,chalky,1
2234,growler,1
2235,minty,1
2236,portuguese,1
2237,duty,1
2238,cara,1
2239,64oz,1
2240,brewing.,1
2241,apparent,1
2242,packed,1
2243,wasn't.,1
2244,reading,1
2245,"bellies,",1
2246,hazy...quickly,1
2247,sweetarts.,1
2248,smoothie.,1
2249,jay!,1
2250,ffam,1
2251,"jellies,",1
2252,off-brand,1
2253,condensing,1
2254,vibe,1
2255,twang.,1
2256,silhouetted,1
2257,liquid.,1
2258,among,1
2259,atop,1
2260,versatile,1
2261,"anyone,",1
2262,midnight,1
2263,"richness,",1
2264,amount.,1
2265,jaded,1
2266,stamp,1
2267,oaslts,1
2268,"golden-orange,",1
2269,lemongrass,1
2270,"worth,",1
2271,hell,1
2272,(nutty),1
2273,kiwi,1
2274,piercing,1
2275,bomber's,1
2276,"was,",1
2277,strawberry-like,1
2278,skinned,1
2279,"cooked,",1
2280,countered,1
2281,gourds.,1
2282,aroma;,1
2283,sprite-vanilla,1
2284,o'rear.,1
2285,jelly,1
2286,grounded,1
2287,med-full,1
2288,lemon-lime,1
2289,10.5%.,1
2290,2nd,1
2291,awhile.,1
2292,chocolate/fudge,1
2293,euro,1
2294,peche,1
2295,froth,1
2296,"chocolate,booze",1
2297,"thru,amazing",1
2298,merely,1
2299,nose.flavors,1
2300,lived,1
2301,issue,1
2302,billowing,1
2303,"it,it",1
2304,effort,1
2305,end.wow,1
2306,bottle.pours,1
2307,goblet,1
2308,"stuff,been",1
2309,"cohesive,",1
2310,tart...,1
2311,billing,1
2312,"have,",1
2313,mineral,1
2314,"quite,",1
2315,hefman.,1
2316,epic,1
2317,refreshingly,1
2318,old/stale/burnt,1
2319,minor,1
2320,yrs,1
2321,(~5,1
2322,beware!,1
2323,nonexistent,1
2324,intriguing;,1
2325,transmission,1
2326,abv...,1
2327,food.,1
2328,saisons.,1
2329,well-integrated,1
2330,vietnamese,1
2331,draught,1
2332,spiced,1
2333,syrupy,1
2334,mellows,1
2335,pairing,1
2336,"buddy-duddy,",1
2337,like.,1
2338,three-fingered,1
2339,next.,1
2340,"furthermore,",1
2341,discovered,1
2342,esteem.,1
2343,"24,",1
2344,"meal,",1
2345,maintained,1
2346,interferes,1
2347,"maillard,",1
2348,price.,1
2349,willi,1
2350,must-visit,1
2351,created.,1
2352,"dedication,",1
2353,parade,1
2354,ale's,1
2355,everett,1
2356,past.,1
2357,fell,1
2358,integrity,1
2359,'n,1
2360,segment,1
2361,"ginger,",1
2362,cantillion,1
2363,app,1
2364,2009,1
2365,sampled,1
2366,"clover,",1
2367,"that,",1
2368,background,1
2369,brett.,1
2370,opportunity!,1
2371,"tfontana,",1
2372,dissipates.,1
2373,grapefruity,1
2374,logsdon's,1
2375,solid!,1
2376,dryness.,1
2377,peaches,1
2378,pie,1
2379,skosh,1
2380,point).,1
2381,fair,1
2382,face,1
2383,overwhelms.,1
2384,tabacco,1
2385,prune,1
2386,im,1
2387,"limited,",1
2388,4-pack.,1
2389,selections,1
2390,cape,1
2391,missouri,1
2392,memories,1
2393,@fbarber.,1
2394,medium-hazy,1
2395,medium-sour,1
2396,grew,1
2397,fizzled,1
2398,(2018).,1
2399,ago,1
2400,well-made,1
2401,recently,1
2402,pop,1
2403,chardonnay;,1
2404,thickly,1
2405,"off-putting,",1
2406,ordered,1
2407,native,1
2408,subsides,1
2409,microflora.,1
2410,summation,1
2411,blanc,1
2412,sublime;,1
2413,1-2,1
2414,"availability,",1
2415,fine.,1
2416,sweeten,1
2417,fo.,1
2418,orangina.,1
2419,comparing,1
2420,blancs,1
2421,privileged,1
2422,immediately,1
2423,"cloudy,",1
2424,marvelously,1
2425,delight.,1
2426,adjusts.,1
2427,"raspberry,",1
2428,season.,1
2429,porter.,1
2430,combo!!!,1
2431,challenging,1
2432,chase.,1
2433,acquire,1
2434,worthy,1
2435,fresh.,1
2436,dissipated.,1
2437,63°.,1
2438,"daddy,",1
2439,pre-pastry,1
2440,"cola,",1
2441,modern,1
2442,money,1
2443,drawing,1
2444,cantillon's,1
2445,counterparts.,1
2446,stunning,1
2447,satisfying.,1
2448,"2015,",1
2449,"lime,",1
2450,gambrinus.,1
2451,balsamic,1
2452,best.,1
2453,olive,1
2454,offset,1
2455,becomes,1
2456,lingered,1
2457,beauty.,1
2458,"yet,",1
2459,weed.,1
2460,swirl.,1
2461,resiny,1
2462,adjuncts.,1
2463,wanderllama,1
2464,darkness,1
2465,dominant,1
2466,awesome!,1
2467,pithy,1
2468,jam.,1
2469,gorgeous.,1
2470,tremendous,1
2471,milder,1
2472,13,1
2473,"these,",1
2474,long;,1
2475,sudsy,1
2476,sending,1
2477,peat,1
2478,promising,1
2479,scotch,1
2480,"cognac,",1
2481,special,1
2482,"4,",1
2483,interesting.,1
2484,ipa-making,1
2485,dig,1
2486,3.25/4.25/4.25/2.25/4,1
2487,spirit,1
2488,tastes?),1
2489,"disappoint,",1
2490,meaning,1
2491,"brandy,",1
2492,pine-sol,1
2493,22oz,1
2494,hurt,1
2495,beach,1
2496,crisper,1
2497,"everest,",1
2498,children.,1
2499,breaking,1
2500,days.,1
2501,hershey,1
2502,hammock,1
2503,mount,1
2504,kiss,1
2505,06/07/21,1
2506,confident,1
2507,kiddo,1
2508,chilling.,1
2509,chief,1
2510,"hatch,",1
2511,raul,1
2512,hammock.,1
2513,sunny,1
2514,booby,1
2515,ohio.,1
2516,hammock;,1
2517,peaty,1
2518,f:.,1
2519,t:.,1
2520,seventy,1
2521,cents.,1
2522,'zebo,1
2523,seventh,1
2524,saturday,1
2525,mmmm...,1
2526,vermont,1
2527,cheers!!,1
2528,snifterized....,1
2529,"rocky,",1
2530,shadows,1
2531,dollars,1
2532,"choco,",1
2533,bosco-like,1
2534,"stowe,",1
2535,lurking,1
2536,alchemist,1
2537,2299,1
2538,bacon.,1
2539,ht,1
2540,layer,1
2541,bothers,1
2542,rain,1
2543,s:.,1
2544,shaped,1
2545,textures.,1
2546,o:.,1
2547,cellared.,1
2548,l:.,1
2549,purplish,1
2550,imo.,1
2551,"improved,",1
2552,eve....,1
2553,spine,1
2554,creep,1
2555,18nov20....,1
2556,"thickness,",1
2557,entrance,1
2558,cans....,1
2559,faint.,1
2560,fb.,1
2561,chill,1
2562,january,1
2563,frustrated,1
2564,"clementines,",1
2565,pure,1
2566,tonight,1
2567,mmm.....,1
2568,loser,1
2569,aside,1
2570,lactose.....,1
2571,old....,1
2572,softening,1
2573,sigh.....,1
2574,"outset,",1
2575,exceptioinal,1
2576,handle,1
2577,exceedingly,1
2578,old.,1
2579,integrated.,1
2580,abraxas,1
2581,terrific,1
2582,westy,1
2583,before?,1
2584,tear,1
2585,up!,1
2586,goddammmm,1
2587,"it's,",1
2588,born.,1
2589,stuff....,1
2590,bardot,1
2591,exlax,1
2592,hike!,1
2593,(unlike,1
2594,robin).,1
2595,shit,1
2596,fumble.,1
2597,that...,1
2598,bridgette,1
2599,throw,1
2600,hut!,1
2601,bowels,1
2602,bruce,1
2603,ther,1
2604,"yeah,",1
2605,days....,1
2606,future.,1
2607,ringlet;,1
2608,stickee,1
2609,moment.,1
2610,bat.,1
2611,distro.,1
2612,incomprehensible,1
2613,lemon.,1
2614,sheet,1
2615,"almonds,",1
2616,"chips,",1
2617,summer,1
2618,"sharp,",1
2619,dotty,1
2620,cracked,1
2621,bois,1
2622,cool,1
2623,well-crafted,1
2624,heft,1
2625,unignorable,1
2626,habañero,1
2627,pulled.,1
2628,thiccer,1
2629,unfamiliar,1
2630,cellar;,1
2631,i’ll,1
2632,find?,1
2633,quad,1
2634,doubt,1
2635,harsh,1
2636,component.,1
2637,prominent;,1
2638,cracker,1
2639,firestone,1
2640,5/23/21,1
2641,impact;,1
2642,theory.,1
2643,graham,1
2644,tawny,1
2645,"""wow""",1
2646,intial,1
2647,damp,1
2648,12.7,1
2649,factor,1
2650,prunes.,1
2651,this!,1
2652,front.,1
2653,mimics,1
2654,near-white,1
2655,goodies,1
2656,wisp.,1
2657,roll-ups.,1
2658,digit,1
2659,tightly,1
2660,hazed,1
2661,knit,1
2662,presents,1
2663,prevalent,1
2664,sloppy,1
2665,moment,1
2666,contained,1
2667,astringency,1
2668,"still,",1
2669,finger-and-a-half,1
2670,"modest,",1
2671,sliding,1
2672,guessing,1
2673,raspberry.,1
2674,gorgeous,1
2675,"juiciest,",1
2676,aromas:,1
2677,fatiguing.,1
2678,ok.,1
2679,piss.,1
2680,range,1
2681,(that,1
2682,deluge,1
2683,cat,1
2684,dynamic,1
2685,inviting.,1
2686,components,1
2687,turns,1
2688,offer,1
2689,carrel,1
2690,cirsp,1
2691,superb.,1
2692,barnyard-and-lemon,1
2693,"backend,",1
2694,pucker,1
2695,super-juicy,1
2696,"favors,",1
2697,softest-feeling,1
2698,sunshine,1
2699,dose,1
2700,bitterness;,1
2701,foreground,1
2702,cheesy,1
2703,ample,1
2704,undercuts,1
2705,opinion.,1
2706,itself.,1
2707,semi-hazy,1
2708,overpowering.,1
2709,(i,1
2710,nailed,1
2711,hesitate,1
2712,"everyone,",1
2713,enjoyable,1
2714,presented,1
2715,matters).,1
2716,ovearll,1
2717,rounded.,1
2718,$21.99.,1
2719,"hiss,",1
2720,sized,1
2721,tw-greenville,1
2722,9-8-21,1
2723,center.,1
2724,"neipa,",1
2725,10-12-21.,1
2726,clings,1
2727,tight,1
2728,7-29-21;,1
2729,drinking.,1
2730,affogato,1
2731,pleasure,1
2732,"some,",1
2733,purchase.,1
2734,plum,1
2735,sc,1
2736,6/10,1
2737,"fizz,",1
2738,refreshing!,1
2739,therein.,1
2740,also.,1
2741,support.,1
2742,mounds,1
2743,99,1
2744,abundant,1
2745,"suggest,",1
2746,9/23/2020.,1
2747,special.,1
2748,understand,1
2749,either.,1
2750,‘wrong’,1
2751,emperor,1
2752,9,1
2753,ok,1
2754,#13,1
2755,less.,1
2756,standard,1
2757,basic,1
2758,"bad,",1
2759,clothes.,1
2760,crafted,1
2761,milford,1
2762,"attractive,",1
2763,some.,1
2764,"oily,",1
2765,"caramel/toffee,",1
2766,recommended.,1
2767,porter!,1
2768,@roguer,1
2769,duly,1
2770,snow,1
2771,jersey.,1
2772,bar,1
2773,khaki-colored,1
2774,|,1
2775,gimmicky.,1
2776,around.,1
2777,deal,1
2778,olfactories....,1
2779,6.4%,1
2780,impressed.,1
2781,lite/moderate,1
2782,box.,1
2783,leche,1
2784,ct.,1
2785,"expect,",1
2786,joining,1
2787,berries,1
2788,reveal,1
2789,worse.,1
2790,seeming,1
2791,#13.,1
2792,situation,1
2793,"hot,",1
2794,tongue-coating,1
2795,"store,",1
2796,midwest,1
2797,'ooh!',1
2798,"pairing,",1
2799,cookies,1
2800,accentuate,1
2801,stale,1
2802,hotd,1
2803,"smoothe,",1
2804,alongside,1
2805,decidedly,1
2806,shy,1
2807,reminder,1
2808,beginning,1
2809,finely,1
2810,descibe,1
2811,works,1
2812,oakiness,1
2813,check.,1
2814,later.,1
2815,there),1
2816,beaut.,1
2817,"brewery,",1
2818,general,1
2819,traps,1
2820,sweetness?,1
2821,borracho,1
2822,frank!,1
2823,listed,1
2824,grateful,1
2825,friend.,1
2826,berry/fruit,1
2827,though....,1
2828,"reals,",1
2829,yummy,1
2830,prairies,1
2831,"madness,",1
2832,primary,1
2833,lulu's,1
2834,testing,1
2835,concerned.,1
2836,dragonfruit,1
2837,demands,1
2838,besides,1
2839,"off,",1
2840,immense,1
2841,waters,1
2842,debut.,1
2843,else,1
2844,bill,1
2845,allston,1
2846,"sips,",1
2847,saw,1
2848,brewers,1
2849,"crust,",1
2850,tap(!),1
2851,"on,",1
2852,'clean',1
2853,tupac,1
2854,1699,1
2855,evaporated.,1
2856,o's,1
2857,shooting,1
2858,helped,1
2859,barry,1
2860,talked,1
2861,roids…oh,1
2862,"rattles,",1
2863,miami,1
2864,boom!,1
2865,rolls!,1
2866,‘94,1
2867,was.,1
2868,"wait,",1
2869,sum.,1
2870,champion,1
2871,northeudge,1
2872,show,1
2873,passionfruit,1
2874,sourness.,1
2875,"basic,",1
2876,anywhere.,1
2877,dye,1
2878,overtakes,1
2879,bls.,1
2880,rolled,1
2881,bransy.,1
2882,terribly,1
2883,anticipated,1
2884,bakers,1
2885,dismal,1
2886,fake.,1
2887,chunk.,1
2888,"secondly,",1
2889,namely,1
2890,dissolved.,1
2891,roasty.,1
2892,unless,1
2893,whereas,1
2894,sad,1
2895,increments,1
2896,true-crime,1
2897,accentuate.,1
2898,84/100,1
2899,medium+,1
2900,dominates,1
2901,"passionfruit,",1
2902,carbonated,1
2903,heavy-handed,1
2904,nonstop,1
2905,help,1
2906,putting,1
2907,update,1
2908,bangers!,1
2909,reminiscent,1
2910,month.,1
2911,increase.,1
2912,oj/citrus,1
2913,burn/resin,1
2914,opening.,1
2915,spectacular,1
2916,"shakes,",1
2917,attention.,1
2918,monster,1
2919,"kitchen,",1
2920,4-5,1
2921,"brettanomyces,",1
2922,sur,1
2923,fills,1
2924,coffee-roast,1
2925,baller,1
2926,caged,1
2927,"""cage""",1
2928,"content,",1
2929,vein-popping,1
2930,attention,1
2931,dracula's,1
2932,sooner,1
2933,merkbar,1
2934,minutes.,1
2935,permeates,1
2936,en,1
2937,wire,1
2938,cider,1
2939,"snerpende,",1
2940,med,1
2941,differ,1
2942,kbs,1
2943,_,1
2944,shocked,1
2945,snifter,1
2946,"sugars,",1
2947,"gone,",1
2948,review…,1
2949,disagreeable,1
2950,so-so,1
2951,smaken,1
2952,"25,",1
2953,crowd,1
2954,paid,1
2955,canton,1
2956,nondescript,1
2957,diabetics.,1
2958,anymore.,1
2959,apples.,1
2960,intenst,1
2961,pops,1
2962,"video,",1
2963,concerns,1
2964,haziness.,1
2965,lactobacillius,1
2966,finishz.,1
2967,roasts.,1
2968,lactobacillius.,1
2969,"smokiness,",1
2970,showing,1
2971,pillowy,1
2972,pried,1
2973,one-fingered,1
2974,fonteinen,1
2975,"peppercorn,",1
2976,"beginning,",1
2977,floral.,1
2978,easier,1
2979,music,1
2980,terrible,1
2981,bonds,1
2982,podcasts,1
2983,"alcohol,",1
2984,"foam,",1
2985,preg,1
2986,av,1
2987,bud's,1
2988,bitterhet,1
2989,son,1
2990,oxidised,1
2991,avslutningen.,1
2992,"38,",1
2993,sitron,1
2994,brewery;,1
2995,changes.,1
2996,er,1
2997,jan,1
2998,vs.,1
2999,detected,1
3000,2018.,1
3001,chardonnay,1
3002,onsite,1
3003,"excellent,",1
3004,"thirdly,",1
3005,cellared,1
3006,it?,1
3007,sludgy.,1
3008,grit,1
3009,one-finger,1
3010,notch,1
3011,"batter,",1
3012,"expedition,",1
3013,offers,1
3014,puréed,1
3015,tinges,1
3016,"nectar,",1
3017,"peppery,",1
3018,foam;,1
3019,"collar,",1
3020,hidden,1
3021,limey,1
3022,amalgam,1
3023,wide,1
3024,catty,1
3025,strength.,1
3026,type:,1
3027,continues,1
3028,complimenting,1
3029,9/2/21,1
3030,labeled,1
3031,twang,1
3032,"peaking,",1
3033,bubblegum,1
3034,collective,1
3035,"pulp,",1
3036,quasi-bitter,1
3037,mushy,1
3038,mildness,1
3039,8,1
3040,"resilient,",1
3041,sharpness,1
3042,inspired,1
3043,taken,1
3044,matches,1
3045,nose;,1
3046,reduces,1
3047,accented,1
3048,"cap,",1
3049,closing.,1
3050,others.,1
3051,waxy,1
3052,providence,1
3053,tangible,1
3054,number,1
3055,civil,1
3056,ceding,1
3057,cocktail.,1
3058,peel.,1
3059,"small,",1
3060,whose,1
3061,wondeful,1
3062,overlay,1
3063,"warmed,",1
3064,overt,1
3065,visible.,1
3066,confused,1
3067,signifying,1
3068,marshmallows.,1
3069,hydrox,1
3070,smith,1
3071,steadily,1
3072,tapestry,1
3073,serving,1
3074,resins,1
3075,considering,1
3076,mounded,1
3077,time;,1
3078,associated,1
3079,blending,1
3080,textured,1
3081,"soapy,",1
3082,stimuli,1
3083,vanilla-like,1
3084,medley,1
3085,10.,1
3086,webby,1
3087,beneath,1
3088,8/11/21;,1
3089,spectrum.,1
3090,disobedience,1
3091,includes,1
3092,florence,1
3093,spectacular.,1
3094,preceding,1
3095,overdone,1
3096,reducing,1
3097,die.,1
3098,"2""",1
3099,"malty,",1
3100,resinous.,1
3101,seat.,1
3102,"properly,",1
3103,"butter,",1
3104,consistency,1
3105,"mean,",1
3106,melon.,1
3107,liked,1
3108,rest,1
3109,solidified,1
3110,peanut,1
3111,butter,1
3112,overwhelming.,1
3113,kettle,1
3114,stuck,1
3115,outstanding!,1
3116,"faint,",1
3117,holy,1
3118,acclaimed,1
3119,chunk,1
3120,"simple,",1
3121,yesz,1
3122,chocolage,1
3123,chally,1
3124,predominace.,1
3125,awfully,1
3126,trapped,1
3127,tarted,1
3128,2ipa,1
3129,none.,1
3130,firstly,1
3131,genuine,1
3132,artificial.,1
3133,"detected,",1
3134,topical,1
3135,suoerb,1
3136,"mango,pineapple",1
3137,"oo,",1
3138,peaches!,1
3139,laden,1
3140,sensory,1
3141,07.28.20,1
3142,mild.,1
3143,discernible,1
3144,excesses,1
3145,"middle,",1
3146,"turbid,",1
3147,grape;,1
3148,whatever,1
3149,walls,1
3150,palate-,1
3151,"grassy,",1
3152,50/50,1
3153,dark/light,1
3154,muddled,1
3155,example,1
3156,meshes,1
3157,extreme,1
3158,accentuated,1
3159,bba,1
3160,you'd,1
3161,"kids,",1
3162,approachable.,1
3163,"pale,",1
3164,beautifully.,1
3165,oversized,1
3166,lot.,1
3167,difference,1
3168,#239,1
3169,veggies.,1
3170,via,1
3171,slushy,1
3172,240th,1
3173,eggshell,1
3174,complexion.,1
3175,soapy,1
3176,are.,1
3177,matter,1
3178,means.,1
3179,250.,1
3180,1-finger,1
3181,trace,1
3182,"detracting,",1
3183,anticipated.,1
3184,want!,1
3185,"drier,",1
3186,"legend,",1
3187,"sudsy,",1
3188,"slight,",1
3189,wedding,1
3190,expertly,1
3191,"immediately,",1
3192,"bold,",1
3193,donniet79,1
3194,"lingers,",1
3195,dialed-in,1
3196,mexican,1
3197,"spices,",1
3198,"twist,",1
3199,resurfacing,1
3200,"treacle,",1
3201,accord,1
3202,peruvian,1
3203,marzipan,1
3204,unbelievable,1
3205,"mexican,",1
3206,upping,1
3207,"element,",1
3208,"best,",1
3209,theme,1
3210,tricky,1
3211,"keep,wishing",1
3212,"blueberry,",1
3213,absorbing,1
