,MJEVER,MJAGE,MJYFU,MJMFU,MJREC,MJYRTOT,MRTOTFG,MJFQFLG,MRBSTWAY,MRDAYPYR,MRDAYPMO,MRDAYPWK,MJDAY30A,MR30EST
0,1,19,9999,99,3,993,98,98,93,993,93,93,93,93
1,1,18,9999,99,3,993,98,98,93,993,93,93,93,93
2,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
3,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
4,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
5,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
6,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
7,1,18,9999,99,2,5,98,98,3,5,99,99,93,93
8,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
9,1,15,9999,99,1,60,98,98,2,999,5,99,6,99
10,1,17,9999,99,3,993,98,98,93,993,93,93,93,93
11,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
12,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
13,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
14,1,23,9999,99,2,5,98,98,3,5,99,99,93,93
15,1,14,9999,99,3,993,98,98,93,993,93,93,93,93
16,1,14,9999,99,2,15,98,98,3,15,99,99,93,93
17,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
18,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
19,1,18,9999,99,3,993,98,98,93,993,93,93,93,93
20,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
21,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
22,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
23,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
24,1,13,9985,85,3,993,98,98,93,993,93,93,93,93
25,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
26,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
27,1,14,9999,99,2,6,98,98,3,6,99,99,93,93
28,1,15,9999,99,3,993,98,98,93,993,93,93,93,93
29,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
30,1,18,9999,99,3,993,98,98,93,993,93,93,93,93
31,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
32,1,22,9999,99,3,993,98,98,93,993,93,93,93,93
33,1,14,9999,99,3,993,98,98,93,993,93,93,93,93
34,1,23,9999,99,2,1,98,98,3,1,99,99,93,93
35,1,14,9999,99,1,208,98,98,1,999,99,4,20,99
36,1,14,9999,99,1,364,98,98,1,999,99,7,30,99
37,1,14,9999,99,1,6,98,98,3,6,99,99,1,99
38,1,18,9999,99,3,993,98,98,93,993,93,93,93,93
39,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
40,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
41,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
42,1,15,9999,99,3,993,98,98,93,993,93,93,93,93
43,1,16,9999,99,1,320,98,98,3,320,99,99,20,99
44,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
45,1,12,9999,99,2,12,98,98,2,999,1,99,93,93
46,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
47,1,19,2018,5,1,24,98,98,2,999,2,99,3,99
48,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
49,1,16,9999,99,1,208,98,98,1,999,99,4,5,99
50,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
51,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
52,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
53,1,23,9999,99,3,993,98,98,93,993,93,93,93,93
54,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
55,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
56,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
57,1,25,9999,99,2,12,98,98,3,12,99,99,93,93
58,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
59,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
60,1,11,9999,99,1,228,98,98,2,999,19,99,1,99
61,1,19,9999,99,3,993,98,98,93,993,93,93,93,93
62,1,13,9999,99,2,60,98,98,2,999,5,99,93,93
63,1,14,9999,99,1,250,98,98,3,250,99,99,28,99
64,1,13,9999,99,1,120,98,98,2,999,10,99,5,99
65,1,13,9999,99,2,994,98,98,2,999,94,94,93,93
66,1,15,2018,3,1,52,98,98,1,999,99,1,12,99
67,1,15,9999,99,3,993,98,98,93,993,93,93,93,93
68,1,17,9999,99,3,993,98,98,93,993,93,93,93,93
69,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
70,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
71,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
72,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
73,1,12,9999,99,1,364,98,98,1,999,99,7,30,99
74,1,15,2019,6,2,3,98,98,3,3,99,99,93,93
75,1,12,9999,99,1,120,98,98,2,999,10,99,1,99
76,1,17,2019,6,2,3,98,98,3,3,99,99,93,93
77,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
78,1,15,9999,99,3,993,98,98,93,993,93,93,93,93
79,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
80,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
81,1,17,9999,99,3,993,98,98,93,993,93,93,93,93
82,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
83,1,13,9999,99,2,3,98,98,3,3,99,99,93,93
84,1,16,2019,4,1,329,98,1,3,345,99,99,25,99
85,1,30,2018,7,3,993,98,98,93,993,93,93,93,93
86,1,15,9999,99,3,993,98,98,93,993,93,93,93,93
87,1,15,9999,99,3,993,98,98,93,993,93,93,93,93
88,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
89,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
90,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
91,1,16,9999,99,1,5,98,98,3,5,99,99,1,99
92,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
93,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
94,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
95,1,18,9999,99,3,993,98,98,93,993,93,93,93,93
96,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
97,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
98,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
99,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
100,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
101,1,14,9994,94,2,2,98,98,13,2,99,99,93,93
102,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
103,1,17,9999,99,3,993,98,98,93,993,93,93,93,93
104,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
105,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
106,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
107,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
108,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
109,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
110,1,18,9999,99,3,993,98,98,93,993,93,93,93,93
111,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
112,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
113,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
114,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
115,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
116,1,17,9999,99,1,1,98,98,3,1,99,99,1,99
117,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
118,1,30,9999,99,1,364,98,98,1,999,99,7,30,99
119,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
120,1,19,9999,99,1,364,98,98,1,999,99,7,30,99
121,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
122,1,16,9999,99,3,993,98,98,93,993,93,93,93,93
123,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
124,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
125,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
126,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
127,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
128,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
129,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
130,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
131,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
132,1,13,9999,99,1,156,98,98,1,999,99,3,3,99
133,1,14,9999,99,3,993,98,98,93,993,93,93,93,93
134,1,24,9999,99,3,993,98,98,93,993,93,93,93,93
135,1,18,2020,7,2,2,98,98,3,2,99,99,93,93
136,1,16,9999,99,1,156,98,98,1,999,99,3,15,99
137,1,15,2019,6,1,994,98,98,1,999,99,94,97,97
138,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
139,1,18,9999,99,1,250,98,98,3,250,99,99,27,99
140,1,17,9999,99,3,993,98,98,93,993,93,93,93,93
141,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
142,1,12,9999,99,1,364,98,98,1,999,99,7,30,99
143,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
144,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
145,1,15,9999,99,1,240,98,98,2,999,20,99,15,99
146,1,21,2020,1,2,1,98,98,3,1,99,99,93,93
147,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
148,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
149,1,16,9999,99,3,993,98,98,93,993,93,93,93,93
150,1,27,2018,10,3,993,98,98,93,993,93,93,93,93
151,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
152,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
153,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
154,1,17,9999,99,3,993,98,98,93,993,93,93,93,93
155,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
156,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
157,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
158,1,17,9999,99,3,993,98,98,93,993,93,93,93,93
159,1,13,9999,99,3,993,98,98,93,993,93,93,93,93
160,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
161,1,17,9999,99,3,993,98,98,93,993,93,93,93,93
162,1,17,9999,99,1,36,98,98,2,999,3,99,1,99
163,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
164,1,22,9999,99,3,993,98,98,93,993,93,93,93,93
165,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
166,1,16,9999,99,3,993,98,98,93,993,93,93,93,93
167,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
168,1,23,2020,9,1,8,98,1,2,999,3,99,4,99
169,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
170,1,24,9999,99,3,993,98,98,93,993,93,93,93,93
171,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
172,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
173,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
174,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
175,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
176,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
177,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
178,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
179,1,17,9999,99,1,364,98,98,1,999,99,7,30,99
180,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
181,1,18,9999,99,2,12,98,98,2,999,1,99,93,93
182,1,15,9999,99,3,993,98,98,93,993,93,93,93,93
183,1,14,9999,99,1,364,98,98,1,999,99,7,30,99
184,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
185,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
186,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
187,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
188,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
189,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
190,1,22,9999,99,3,993,98,98,93,993,93,93,93,93
191,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
192,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
193,1,15,9999,99,2,4,98,98,3,4,99,99,93,93
194,1,18,9999,99,3,993,98,98,93,993,93,93,93,93
195,1,23,2019,1,2,2,98,98,3,2,99,99,93,93
196,1,18,9999,99,3,993,98,98,93,993,93,93,93,93
197,1,14,9999,99,1,364,98,98,1,999,99,7,30,99
198,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
199,1,13,2019,12,2,2,98,98,3,2,99,99,93,93
200,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
201,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
202,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
203,1,20,9999,99,1,24,98,98,2,999,2,99,4,99
204,1,21,9999,99,3,993,98,98,93,993,93,93,93,93
205,1,14,9999,99,8,985,98,98,85,998,98,85,98,98
206,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
207,1,20,9999,99,2,30,98,98,3,30,99,99,93,93
208,1,21,9999,99,8,985,98,98,85,998,85,98,98,98
209,1,17,9999,99,3,993,98,98,93,993,93,93,93,93
210,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
211,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
212,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
213,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
214,1,16,9999,99,3,993,98,98,93,993,93,93,93,93
215,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
216,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
217,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
218,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
219,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
220,1,19,9999,99,3,993,98,98,93,993,93,93,93,93
221,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
222,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
223,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
224,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
225,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
226,1,16,9999,99,3,993,98,98,93,993,93,93,93,93
227,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
228,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
229,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
230,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
231,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
232,1,19,9999,99,3,993,98,98,93,993,93,93,93,93
233,1,17,9999,99,2,24,98,98,2,999,2,99,93,93
234,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
235,1,15,9999,99,3,993,98,98,93,993,93,93,93,93
236,1,14,9999,99,2,4,98,98,3,4,99,99,93,93
237,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
238,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
239,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
240,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
241,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
242,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
243,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
244,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
245,1,994,9994,94,1,997,98,98,94,994,94,97,94,94
246,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
247,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
248,1,16,9999,99,1,260,98,98,1,999,99,5,22,99
249,1,9,9999,99,2,36,98,98,2,999,3,99,93,93
250,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
251,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
252,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
253,1,14,9999,99,1,260,98,98,1,999,99,5,22,99
254,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
255,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
256,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
257,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
258,1,11,9999,99,1,60,98,98,2,999,5,99,5,99
259,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
260,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
261,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
262,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
263,1,17,9999,99,3,993,98,98,93,993,93,93,93,93
264,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
265,1,16,9999,99,3,993,98,98,93,993,93,93,93,93
266,1,20,2018,12,1,14,98,98,3,14,99,99,3,99
267,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
268,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
269,1,13,9999,99,1,208,98,98,1,999,99,4,16,99
270,1,18,9999,99,3,993,98,98,93,993,93,93,93,93
271,1,18,9999,99,1,208,98,98,1,999,99,4,20,99
272,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
273,1,18,9999,99,3,993,98,98,93,993,93,93,93,93
274,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
275,1,17,9999,99,3,993,98,98,93,993,93,93,93,93
276,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
277,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
278,1,16,9999,99,1,156,98,98,1,999,99,3,15,99
279,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
280,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
281,1,15,9999,99,3,993,98,98,93,993,93,93,93,93
282,1,26,9999,99,3,993,98,98,93,993,93,93,93,93
283,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
284,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
285,1,18,9999,99,1,7,98,98,3,7,99,99,3,99
286,1,24,9999,99,2,1,98,98,3,1,99,99,93,93
287,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
288,1,19,9999,99,3,993,98,98,93,993,93,93,93,93
289,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
290,1,16,9999,99,3,993,98,98,93,993,93,93,93,93
291,1,16,9999,99,3,993,98,98,93,993,93,93,93,93
292,1,26,9999,99,3,993,98,98,93,993,93,93,93,93
293,1,20,9999,99,3,993,98,98,93,993,93,93,93,93
294,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
295,1,19,9999,99,3,993,98,98,93,993,93,93,93,93
296,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
297,1,16,9999,99,3,993,98,98,93,993,93,93,93,93
298,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
299,1,13,9999,99,2,1,98,98,3,1,99,99,93,93
300,1,15,9999,99,1,364,98,98,1,999,99,7,30,99
301,1,16,9999,99,3,993,98,98,93,993,93,93,93,93
302,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
303,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
304,1,17,9999,99,3,993,98,98,93,993,93,93,93,93
305,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
306,1,11,9999,99,1,355,2,98,1,999,99,7,20,99
307,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
308,1,13,9999,99,1,24,98,98,2,999,2,99,2,99
309,1,16,9999,99,3,993,98,98,93,993,93,93,93,93
310,1,25,9999,99,3,993,98,98,93,993,93,93,93,93
311,1,20,9999,99,3,993,98,98,93,993,93,93,93,93
312,1,14,9999,99,1,364,98,98,1,999,99,7,30,99
313,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
314,1,15,2018,10,1,994,98,98,1,999,99,94,94,4
315,1,16,9999,99,3,993,98,98,93,993,93,93,93,93
316,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
317,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
318,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
319,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
320,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
321,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
322,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
323,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
324,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
325,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
326,1,14,9999,99,1,12,98,98,2,999,1,99,1,99
327,1,17,9999,99,3,993,98,98,93,993,93,93,93,93
328,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
329,1,15,9999,99,1,312,98,98,1,999,99,6,30,99
330,1,18,9999,99,3,993,98,98,93,993,93,93,93,93
331,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
332,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
333,1,16,9999,99,3,993,98,98,93,993,93,93,93,93
334,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
335,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
336,1,997,9997,97,9,998,98,98,98,998,98,98,98,98
337,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
338,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
339,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
340,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
341,1,22,9999,99,3,993,98,98,93,993,93,93,93,93
342,1,13,9999,99,3,993,98,98,93,993,93,93,93,93
343,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
344,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
345,1,16,9999,99,1,9,98,98,3,9,99,99,2,99
346,1,12,9999,99,3,993,98,98,93,993,93,93,93,93
347,1,21,9999,99,3,993,98,98,93,993,93,93,93,93
348,1,18,9999,99,1,360,98,98,3,360,99,99,30,99
349,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
350,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
351,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
352,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
353,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
354,1,21,9999,99,3,993,98,98,93,993,93,93,93,93
355,1,28,9999,99,3,993,98,98,93,993,93,93,93,93
356,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
357,1,16,9999,99,3,993,98,98,93,993,93,93,93,93
358,1,14,9999,99,1,208,98,98,1,999,99,4,25,99
359,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
360,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
361,1,18,9999,99,1,3,98,98,3,3,99,99,1,99
362,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
363,1,17,9999,99,3,993,98,98,93,993,93,93,93,93
364,1,25,9999,99,3,993,98,98,93,993,93,93,93,93
365,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
366,1,18,9999,99,3,993,98,98,93,993,93,93,93,93
367,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
368,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
369,1,15,9999,99,3,993,98,98,93,993,93,93,93,93
370,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
371,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
372,1,18,9999,99,3,993,98,98,93,993,93,93,93,93
373,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
374,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
375,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
376,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
377,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
378,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
379,1,18,9999,99,1,364,98,98,1,999,99,7,30,99
380,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
381,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
382,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
383,1,13,9999,99,1,84,98,98,2,999,7,99,8,99
384,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
385,1,17,9999,99,2,12,98,98,2,999,1,99,93,93
386,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
387,1,25,9999,99,3,993,98,98,93,993,93,93,93,93
388,1,18,9999,99,1,994,98,98,1,999,99,94,20,99
389,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
390,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
391,1,25,9999,99,2,5,98,98,3,5,99,99,93,93
392,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
393,1,14,9999,99,2,182,98,98,3,182,99,99,93,93
394,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
395,1,10,9999,99,1,363,2,98,1,999,99,7,28,99
396,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
397,1,17,9999,99,2,24,98,98,2,999,2,99,93,93
398,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
399,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
400,1,14,9999,99,2,120,98,98,2,999,10,99,93,93
401,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
402,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
403,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
404,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
405,1,20,9999,99,3,993,98,98,93,993,93,93,93,93
406,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
407,1,16,9999,99,2,1,98,98,3,1,99,99,93,93
408,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
409,1,17,9999,99,3,993,98,98,93,993,93,93,93,93
410,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
411,1,14,9999,99,3,993,98,98,93,993,93,93,93,93
412,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
413,1,15,2020,2,1,997,98,98,2,999,97,97,97,1
414,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
415,1,15,9999,99,1,365,98,98,3,365,99,99,30,99
416,1,27,9999,99,3,993,98,98,93,993,93,93,93,93
417,1,18,9999,99,3,993,98,98,93,993,93,93,93,93
418,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
419,1,18,9999,99,3,993,98,98,93,993,93,93,93,93
420,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
421,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
422,1,23,9999,99,1,8,98,98,3,8,99,99,2,99
423,1,19,9999,99,3,993,98,98,93,993,93,93,93,93
424,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
425,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
426,1,17,9999,99,3,993,98,98,93,993,93,93,93,93
427,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
428,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
429,1,18,9999,99,3,993,98,98,93,993,93,93,93,93
430,1,12,9999,99,1,312,98,98,1,999,99,6,5,99
431,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
432,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
433,1,30,9999,99,3,993,98,98,93,993,93,93,93,93
434,1,15,9999,99,3,993,98,98,93,993,93,93,93,93
435,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
436,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
437,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
438,1,18,9999,99,3,993,98,98,93,993,93,93,93,93
439,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
440,1,22,9999,99,3,993,98,98,93,993,93,93,93,93
441,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
442,1,14,9999,99,3,993,98,98,93,993,93,93,93,93
443,1,20,9999,99,3,993,98,98,93,993,93,93,93,93
444,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
445,1,14,9999,99,1,156,98,98,1,999,99,3,12,99
446,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
447,2,991,9991,91,91,991,98,98,91,991,91,91,91,91
