url,description,name,superhost,price per night,actual price,beds,rating,sp_url,location,unit rental details,number of guests,more description,amenities1,rental_data,all_amenities,image_urls,host_about
/rooms/739364103471517856?adults=1&children=0&infants=0&pets=0&check_in=2022-12-03&check_out=2022-12-10&previous_page_section_name=1000,Private one bedroom apartment in town,Guest suite in Garberville,empty,empty,$150,2 queen beds,empty,https://www.airbnb.com/s/Whitethorn--California--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&price_filter_input_type=0&price_filter_num_nights=5&query=Whitethorn%2C%20CA&place_id=ChIJ7Xppbifm1FQRz8IqmNmzBq4&date_picker_type=calendar&source=structured_search_input_header&search_type=autocomplete_click&items_offset=20,"Garberville, California, United States",Entire guest suite hosted by Louis4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,4 guests · **__** · 1 bedroom · **__** · 2 beds · **__** · 1 bath,empty,,,[],"['https://a0.muscache.com/pictures/miso/Hosting-739364103471517856/original/e3169998-7347-4fbc-b2ac-831140862b60.jpeg', 'https://a0.muscache.com/pictures/miso/Hosting-739364103471517856/original/2aafb242-7150-47ad-9c8a-c8b85ae82a2d.jpeg', 'https://a0.muscache.com/pictures/miso/Hosting-739364103471517856/original/209578f8-0955-4468-ab44-381cb0692471.jpeg', 'https://a0.muscache.com/pictures/miso/Hosting-739364103471517856/original/3a9c85c7-8570-4c8f-b09b-18d83c631c83.jpeg', 'https://a0.muscache.com/pictures/miso/Hosting-739364103471517856/original/be52cdac-064d-4313-9896-097de0723950.jpeg']",host data is not there
/rooms/582048594574604683?adults=1&children=0&infants=0&pets=0&check_in=2022-12-03&check_out=2022-12-10&previous_page_section_name=1000,"Up on the hills Cabin, spectacular views",Cabin in Garberville,Superhost,$145 ,empty,3 beds,4.90 ·,https://www.airbnb.com/s/Whitethorn--California--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&price_filter_input_type=0&price_filter_num_nights=5&query=Whitethorn%2C%20CA&place_id=ChIJ7Xppbifm1FQRz8IqmNmzBq4&date_picker_type=calendar&source=structured_search_input_header&search_type=autocomplete_click&items_offset=20,"Garberville, California, United States",Entire cabin hosted by Aida5 guests ·  · 2 bedrooms ·  · 3 beds ·  · 1 bath,5 guests · **__** · 2 bedrooms · **__** · 3 beds · **__** · 1 bath,"Situated on 40 acres hillside, our solar-powered off-grid cabin presents gorgeous views of King Range. Quite, private, and relaxing getaway will be memorable with birds, crickets, and frogs all around making themselves heard.The spaceThe Cabin is secluded on almost 40 acres in the coastal mountains on a beautiful hillside hidden behind old Oaks, with a middle-of-nowhere, up above the clouds appeal. It is around 7 miles out of Garberville, the last 1 ½ miles is on a private well-maintained dirt road. All wheel drive or SUV is recommended. Built in 70s and recently remodeled, the house offers a contemporary open-floor design, high ceilings and skylights for plenty of natural light. Downstairs includes a kitchen, dining area, living room, and two large decks. Upstairs there is two open rooms, one bedroom, and a loft each with queen beds.  The full kitchen includes granite counters, new cabinets and modern appliances: range, oven, full refrigerator/freezer. China set for eight, glassware, cups, silverware, pots, pans and utensils are available. There's plenty of counter prep space. The living room has amazing views, a wood stove fireplace, and an alcove. This open space is ideal for working, entertaining and relaxation.The bedroom presents a luxurious queen bed with very comfortable, high quality, medium-firm mattress. There's a dresser and a night stand. The second bedroom/loft has a queen bed with a medium/plush firmness mattress. Also, there is a dresser and a closet with plenty of shelving. The third spare twin bed is downstairs tucked in semi-private area. All beds have soft and luxurious fitted 300-thread count Brooklinen's Egyptian cotton sheets.The bathroom has old woods charm, custom made windows, the shower is in a claw foot tub fitted with a handheld shower head and requires some agility to get in and out. It is simple, with wood floors. Our water comes from a gravity fed spring and can have some natural sediments after the rain. For your convenience, there is a laundry room, and plenty off-street parking on our driveway.The cabin has a cat door!!!",Mountain view**__**River view**__**Kitchen**__**Wifi – 23 Mbps**__**Dedicated workspace**__**Free driveway parking on premises**__**Pets allowed**__**Security cameras on property**__**Unavailable: Carbon monoxide alarmCarbon monoxide alarm**__**Unavailable: Smoke alarmSmoke alarm,,"['Scenic views\nMountain view\nRiver view\nValley view', 'Bathroom\nBathtub\nCleaning products\nShampoo\nConditioner\nBody soap\nHot water\nShower gel', 'Bedroom and laundry\nFree washer – In unit\nFree dryer – In unit\nEssentials\nTowels, bed sheets, soap, and toilet paper\nBed linens\nCotton linens\nClothing storage: dresser and closet', 'Entertainment\nBooks and reading material', 'Heating and cooling\nIndoor fireplace\nPortable fans\nCentral heating', 'Home safety\nSecurity cameras on property\nWe have two outdoor security cameras facing driveway. It will be on during your stay.\nFire extinguisher\nFirst aid kit', 'Internet and office\nWifi – 23 Mbps\nVerified by speed test. Stream HD videos.\nDedicated workspace\nIn a common space', 'Kitchen and dining\nKitchen\nSpace where guests can cook their own meals\nRefrigerator\nCooking basics\nPots and pans, oil, salt and pepper\nDishes and silverware\nBowls, chopsticks, plates, cups, etc.\nFreezer\nGas stove\nOven\nHot water kettle\nCoffee maker: drip coffee maker\nWine glasses\nToaster\nBaking sheet\nDining table', 'Location features\nPrivate entrance\nSeparate street or building entrance', 'Outdoor\nPrivate patio or balcony\nPrivate backyard – Not fully fenced\nAn open space on the property usually covered in grass\nOutdoor furniture\nOutdoor dining area', 'Parking and facilities\nFree driveway parking on premises', 'Services\nPets allowed\nAssistance animals are always allowed\nLong term stays allowed\nAllow stay for 28 days or more\nSelf check-in\nLockbox', 'Not included\nUnavailable: TV\nTV\nUnavailable: Air conditioning\nAir conditioning\nUnavailable: Hair dryer\nHair dryer\nUnavailable: Smoke alarm\nSmoke alarm\nThis place may not have a smoke detector. Reach out to the host with any questions.\nUnavailable: Carbon monoxide alarm\nCarbon monoxide alarm\nThis place may not have a carbon monoxide detector. Reach out to the host with any questions.']",[],host data is not there
/rooms/747850412722137577?adults=1&children=0&infants=0&pets=0&check_in=2022-12-03&check_out=2022-12-09&previous_page_section_name=1000,Ocean view home in beautiful Shelter Cove Sleeps 6,Home in Whitethorn,Superhost,$225 ,empty,4 beds,empty,https://www.airbnb.com/s/Whitethorn--California--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&price_filter_input_type=0&price_filter_num_nights=5&query=Whitethorn%2C%20CA&place_id=ChIJ7Xppbifm1FQRz8IqmNmzBq4&date_picker_type=calendar&source=structured_search_input_header&search_type=autocomplete_click&items_offset=20,"Whitethorn, California, United States",Entire home hosted by Kelly6 guests ·  · 2 bedrooms ·  · 4 beds ·  · 2.5 baths,6 guests · **__** · 2 bedrooms · **__** · 4 beds · **__** · 2.5 baths,empty,,Entire home hosted by Kelly,[],"['https://a0.muscache.com/pictures/3c0d7163-792c-4cdd-87ec-a63f280866a3.jpg', 'https://a0.muscache.com/pictures/dfb59c47-e4fe-4672-b4bd-ad004bc9bf6d.jpg', 'https://a0.muscache.com/pictures/f538206a-4c2d-44b9-ae33-be13e81f98df.jpg', 'https://a0.muscache.com/pictures/82de1034-5578-4094-8472-7c5fe0dcb397.jpg', 'https://a0.muscache.com/pictures/4b4c4ab2-79f6-4e7f-8fd5-9dfe98cf894b.jpg']",host data is not there
/rooms/51738868?adults=1&children=0&infants=0&pets=0&check_in=2022-12-13&check_out=2022-12-20&previous_page_section_name=1000,Little piece of paradise in the Redwoods Miranda,Cabin in Miranda,Superhost,empty,$111,1 queen bed,4.95 ·,https://www.airbnb.com/s/Whitethorn--California--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&price_filter_input_type=0&price_filter_num_nights=5&query=Whitethorn%2C%20CA&place_id=ChIJ7Xppbifm1FQRz8IqmNmzBq4&date_picker_type=calendar&source=structured_search_input_header&search_type=autocomplete_click&items_offset=40,"Miranda, California, United States",Entire cabin hosted by Brian2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,2 guests · **__** · 1 bedroom · **__** · 1 bed · **__** · 1 bath**__**Joined in July 2013,"Humboldt redwoods are a very much desired place to visit and you can only find them here! There is a EVC charging system 12 minutes away at the Miranda market with a 15 minute super charge system available start your tour of the Ave. Of the Giants with a full charge..coming or going…The spaceThe property is located approximately 4-5 miles off hwy 101, road narrower so use caution..we have a nice new bedroom with a queen size bed for 2 people and private en-suite bathroom inside the bedroom. The cabin has been 100 % remodeled so you will feel fresh and clean. All of our water is privately spring fed and pure.","Garden view**__**Mountain view**__**Kitchen**__**Wifi**__**Dedicated workspace**__**Free parking on premises**__**42"" HDTV with standard cable, Netflix, Amazon Prime Video, DVD player, premium cable, Hulu**__**EV charger - level 1**__**Central air conditioning**__**Bathtub",Entire cabin hosted by Brian,[],"['https://a0.muscache.com/pictures/69dc3843-b351-4b16-8879-6e54b49e0750.jpg', 'https://a0.muscache.com/pictures/0eeeddbf-f045-44cb-8a0f-9175e964b53f.jpg', 'https://a0.muscache.com/pictures/382d6795-150d-4147-ac91-d234352efc54.jpg', 'https://a0.muscache.com/pictures/5cd2fc8d-921f-48d3-a041-968491e29b18.jpg', 'https://a0.muscache.com/pictures/696357c9-6b0a-4659-8bfd-cc8f32028e11.jpg']",host data is not there
/rooms/36315021?adults=1&children=0&infants=0&pets=0&check_in=2022-12-04&check_out=2022-12-09&previous_page_section_name=1000,“In Plane Sight”,Home in Whitethorn,Superhost,$285 ,empty,3 beds,4.96 ·,https://www.airbnb.com/s/Whitethorn--California--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&price_filter_input_type=0&price_filter_num_nights=5&query=Whitethorn%2C%20CA&place_id=ChIJ7Xppbifm1FQRz8IqmNmzBq4&date_picker_type=calendar&source=structured_search_input_header&search_type=autocomplete_click&items_offset=40,"Whitethorn, California, United States",Entire home hosted by Lauralee6 guests ·  · 2 bedrooms ·  · 3 beds ·  · 1 bath,6 guests · **__** · 2 bedrooms · **__** · 3 beds · **__** · 1 bath**__**Joined in September 2016**__**Privacy·**__**·Terms·**__**·Sitemap**__**Privacy·**__**·Terms·**__**·Sitemap**__**Privacy·**__**·Terms·**__**·Sitemap,"“In Plane Sight” has a 180* view of the ocean. Perfectly located on Shelter Coves golf coarse.  Park your private airplane and walk through our gate to the house. Great location and plenty of outdoor enjoyment.  Walking/hiking trails, mountain biking, beautiful black sand  beach and plenty of tide pools to explore. Marina close by for some of the best fishing and diving on the Coast.  Our craftsman style home is warm, inviting and stately decorated. Start making memories today...The spaceThis is a rare one level home on the coast. The wrap around deck is directly off the living room area.",Ocean view**__**Sea view**__**Kitchen**__**Wifi**__**Dedicated workspace,Entire home hosted by Lauralee,[],"['https://a0.muscache.com/pictures/f609abf1-33f9-44c6-ba0c-11f13e728b36.jpg', 'https://a0.muscache.com/pictures/b526428a-d5b5-4021-b66f-bceba5d0a82c.jpg', 'https://a0.muscache.com/pictures/5ad5815f-3c62-4d24-897a-ded2489f2c10.jpg', 'https://a0.muscache.com/pictures/765e135a-f99f-49ab-9140-7734e0f3ceb6.jpg', 'https://a0.muscache.com/pictures/2c880afa-70cd-44be-a31d-f6396fc00b12.jpg']",host data is not there
/rooms/44590651?adults=1&children=0&infants=0&pets=0&check_in=2022-12-03&check_out=2022-12-08&previous_page_section_name=1000,"🐳Amazing Oceanview, Shelter Cove, Oceanfront! 🌊",Condo in Whitethorn,Superhost,$400 ,empty,1 queen bed,4.90 ·,https://www.airbnb.com/s/Whitethorn--California--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&price_filter_input_type=0&price_filter_num_nights=5&query=Whitethorn%2C%20CA&place_id=ChIJ7Xppbifm1FQRz8IqmNmzBq4&date_picker_type=calendar&source=structured_search_input_header&search_type=autocomplete_click&items_offset=40,"Whitethorn, California, United States",Entire condo hosted by Simy3 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,3 guests · **__** · 1 bedroom · **__** · 1 bed · **__** · 1 bath,"This property is located on the cliffs right above Little Black Sands Beach. You have exclusive private access to the middle floor condo in a Tri-Plex,  with private entrance, Hot tub, and deck. We have year round un-obstructed panoramic sunset views. Free High-Speed wifi and Free Parking. The trail to the beach is accessible from our property.The spaceIt’s all about peace, relaxation and listening to the waves  at night while watching the stars on the milky from the hot tub. If that's not your thing, we have premium DIRECTV with sports package, and Free Starlink high speed internet  Look for Deers, Foxes, Pelicans, Whales, Sea lions, Otters. Great sport fishing, Hiking, surfing and golfing. Amazing sunsets! Great spot for stargazing. Hot tub was a great spot for watching Comet Neowise in July. You have exclusive private access to the middle floor condo with private entrance, Hot tub, and deck.  The other two condos in the building has their own private entrance, Hot tub and deck as well.","Ocean view**__**Sea view**__**Beach access – Beachfront**__**Kitchen**__**Wifi**__**Free parking on premises**__**Private hot tub - available all year, open 24 hours**__**40"" HDTV with Amazon Prime Video, Disney+, Hulu, Netflix, premium cable, Roku**__**Free washer – In unit**__**Security cameras on property",Entire condo hosted by Simy,"['Scenic views\nBeach view\nOcean view\nSea view', 'Bathroom\nBathtub\nHair dryer\nCleaning products\nDove shampoo\nDove conditioner\nDove body soap\nHot water\nShower gel', 'Bedroom and laundry\nFree washer – In unit\nFree dryer – In unit\nEssentials\nTowels, bed sheets, soap, and toilet paper\nHangers\nBed linens\nExtra pillows and blankets\nIron\nClothing storage: dresser and closet', 'Entertainment\n40"" HDTV with Amazon Prime Video, Disney+, Hulu, Netflix, premium cable, Roku', 'Heating and cooling\nPortable fans\nHeating', 'Home safety\nSecurity cameras on property\nOn the exterior we have surveillance cameras. On the Driveway.\nSmoke alarm\nCarbon monoxide alarm\nFire extinguisher', 'Internet and office\nWifi', 'Kitchen and dining\nKitchen\nSpace where guests can cook their own meals\nRefrigerator\nMicrowave\nCooking basics\nPots and pans, oil, salt and pepper\nDishes and silverware\nBowls, chopsticks, plates, cups, etc.\nFreezer\nDishwasher\nGas stove\nOven\nHot water kettle\nCoffee maker: drip coffee maker\nWine glasses\nToaster\nBaking sheet\nBlender\nCoffee', 'Location features\nWaterfront\nRight next to a body of water\nBeach access – Beachfront\nGuests can enjoy a nearby beach\nPrivate entrance\nSeparate street or building entrance', 'Outdoor\nPrivate patio or balcony\nOutdoor furniture', 'Parking and facilities\nFree parking on premises\nFree street parking\nPrivate hot tub - available all year, open 24 hours\nSingle level home\nNo stairs in home', ""Services\nLuggage dropoff allowed\nFor guests' convenience when they have early arrival or late departure\nLong term stays allowed\nAllow stay for 28 days or more\nSelf check-in\nLockbox"", 'Not included\nUnavailable: Air conditioning\nAir conditioning']","['https://a0.muscache.com/pictures/6f58affe-cb9e-4452-953c-b591f2a6eb86.jpg', 'https://a0.muscache.com/pictures/miso/Hosting-44590651/original/06f19a26-6e7f-4027-99de-e586be6afad0.jpeg', 'https://a0.muscache.com/pictures/2eb9d56f-7eae-4acf-bf92-61dc5c51cb0c.jpg', 'https://a0.muscache.com/pictures/7138c345-bf3f-4e99-a1ce-200d2231012b.jpg', 'https://a0.muscache.com/pictures/de47409d-f382-4f25-be17-6a13aa259f50.jpg']",host data is not there
/rooms/28157943?adults=1&children=0&infants=0&pets=0&check_in=2022-12-03&check_out=2022-12-10&previous_page_section_name=1000,"⛵️Incredible Ocean View, Shelter Cove, Oceanfront!🌊",Condo in Whitethorn,Superhost,$333 ,empty,1 king bed,4.92 ·,https://www.airbnb.com/s/Whitethorn--California--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&price_filter_input_type=0&price_filter_num_nights=5&query=Whitethorn%2C%20CA&place_id=ChIJ7Xppbifm1FQRz8IqmNmzBq4&date_picker_type=calendar&source=structured_search_input_header&search_type=autocomplete_click&items_offset=40,"Whitethorn, California, United States",Entire condo hosted by Simy3 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,3 guests · **__** · 1 bedroom · **__** · 1 bed · **__** · 1 bath,"Overlooking the Pacific, right above Little Black Sands Beach. It’s all about peace, relaxation, and listening to the waves  at night while watching the stars on the milky way from the hot tub. If that's not your thing, we have premium DIRECTV with sports package, and Free Starlink high speed internet. Look for Deers, Foxes, Pelicans, Whales, Sea lions, Otters. Great sport fishing, Hiking, surfing and golfing. Amazing Sunsets!The spaceGreat for sunset views, whale watching, watching migrating birds, Sea Otters, and Sea Lions as it sits on a cliff on Little Black Sands Beach, 250 feet above sea level. Amazing sunsets because of unobstructed  180 degrees panoramic ocean views. Free High-Speed wifi and Free Parking.This condo is the bottom floor of a duplex with its on private stairways, private entrance, and its own private wrap around deck and Hot tub, Unit has a bedroom with California King Bed, kitchen, bathroom, living room with a fireplace. The other condo in the building has its own private entrance, deck and hot tub.","Ocean view**__**Sea view**__**Beach access – Beachfront**__**Kitchen**__**Wifi**__**Free driveway parking on premises**__**Private hot tub - available all year, open 24 hours**__**42"" HDTV with Amazon Prime Video, Disney+, Hulu, Netflix, premium cable, Roku, DVD player**__**Bathtub**__**Security cameras on property",Entire condo hosted by Simy,"['Scenic views\nBeach view\nOcean view\nSea view', 'Bathroom\nBathtub\nHair dryer\nCleaning products\nDove shampoo\nDove conditioner\nDove body soap\nHot water\nShower gel', 'Bedroom and laundry\nEssentials\nTowels, bed sheets, soap, and toilet paper\nHangers\nBed linens\nExtra pillows and blankets\nIron\nClothing storage: closet and dresser', 'Entertainment\n42"" HDTV with Amazon Prime Video, Disney+, Hulu, Netflix, premium cable, Roku, DVD player', 'Heating and cooling\nIndoor fireplace: gas\nCeiling fan\nHeating', 'Home safety\nSecurity cameras on property\nCameras are installed on the driveway and the entrance for your safety and to keep the property safe from fire dangers.\nSmoke alarm\nCarbon monoxide alarm\nFire extinguisher\nFirst aid kit', 'Internet and office\nWifi', 'Kitchen and dining\nKitchen\nSpace where guests can cook their own meals\nRefrigerator\nMicrowave\nCooking basics\nPots and pans, oil, salt and pepper\nDishes and silverware\nBowls, chopsticks, plates, cups, etc.\nFreezer\nDishwasher\nElectric stove\nOven\nHot water kettle\nCoffee maker: drip coffee maker\nWine glasses\nToaster\nBaking sheet\nBlender\nCoffee', 'Location features\nWaterfront\nRight next to a body of water\nBeach access – Beachfront\nGuests can enjoy a nearby beach\nPrivate entrance\nSeparate street or building entrance', 'Outdoor\nPrivate patio or balcony\nOutdoor furniture', 'Parking and facilities\nFree driveway parking on premises\nFree street parking\nPrivate hot tub - available all year, open 24 hours\nSingle level home\nNo stairs in home', ""Services\nLuggage dropoff allowed\nFor guests' convenience when they have early arrival or late departure\nLong term stays allowed\nAllow stay for 28 days or more\nSelf check-in\nLockbox\nCleaning available during stay"", 'Not included\nUnavailable: Washer\nWasher\nUnavailable: Air conditioning\nAir conditioning']","['https://a0.muscache.com/pictures/08635b9a-ccbe-4e4e-8e1c-ca6ea85ecebd.jpg', 'https://a0.muscache.com/pictures/57aeed3a-6598-4f92-b3ac-6bd247f9430f.jpg', 'https://a0.muscache.com/pictures/miso/Hosting-28157943/original/0586fd9b-3f67-42df-a42a-5ecbb60fc5b4.jpeg', 'https://a0.muscache.com/pictures/d5d6131a-e3a9-42ff-8daf-bb1d2e33ec68.jpg', 'https://a0.muscache.com/pictures/038cc328-2830-4dc2-9cb9-98ae1ab68f94.jpg']",host data is not there
/rooms/582048594574604683?adults=1&children=0&infants=0&pets=0&check_in=2022-12-03&check_out=2022-12-10&previous_page_section_name=1000,"Up on the hills Cabin, spectacular views",Cabin in Garberville,Superhost,$145 ,empty,3 beds,4.90 ·,https://www.airbnb.com/s/Whitethorn--California--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&price_filter_input_type=0&price_filter_num_nights=5&query=Whitethorn%2C%20CA&place_id=ChIJ7Xppbifm1FQRz8IqmNmzBq4&date_picker_type=calendar&source=structured_search_input_header&search_type=autocomplete_click&items_offset=40,"Garberville, California, United States",Entire cabin hosted by Aida5 guests ·  · 2 bedrooms ·  · 3 beds ·  · 1 bath,5 guests · **__** · 2 bedrooms · **__** · 3 beds · **__** · 1 bath,empty,,Entire cabin hosted by Aida,"['Scenic views\nMountain view\nRiver view\nValley view', 'Bathroom\nBathtub\nCleaning products\nShampoo\nConditioner\nBody soap\nHot water\nShower gel', 'Bedroom and laundry\nFree washer – In unit\nFree dryer – In unit\nEssentials\nTowels, bed sheets, soap, and toilet paper\nBed linens\nCotton linens\nClothing storage: dresser and closet', 'Entertainment\nBooks and reading material', 'Heating and cooling\nIndoor fireplace\nPortable fans\nCentral heating', 'Home safety\nSecurity cameras on property\nWe have two outdoor security cameras facing driveway. It will be on during your stay.\nFire extinguisher\nFirst aid kit', 'Internet and office\nWifi – 23 Mbps\nVerified by speed test. Stream HD videos.\nDedicated workspace\nIn a common space', 'Kitchen and dining\nKitchen\nSpace where guests can cook their own meals\nRefrigerator\nCooking basics\nPots and pans, oil, salt and pepper\nDishes and silverware\nBowls, chopsticks, plates, cups, etc.\nFreezer\nGas stove\nOven\nHot water kettle\nCoffee maker: drip coffee maker\nWine glasses\nToaster\nBaking sheet\nDining table', 'Location features\nPrivate entrance\nSeparate street or building entrance', 'Outdoor\nPrivate patio or balcony\nPrivate backyard – Not fully fenced\nAn open space on the property usually covered in grass\nOutdoor furniture\nOutdoor dining area', 'Parking and facilities\nFree driveway parking on premises', 'Services\nPets allowed\nAssistance animals are always allowed\nLong term stays allowed\nAllow stay for 28 days or more\nSelf check-in\nLockbox', 'Not included\nUnavailable: TV\nTV\nUnavailable: Air conditioning\nAir conditioning\nUnavailable: Hair dryer\nHair dryer\nUnavailable: Smoke alarm\nSmoke alarm\nThis place may not have a smoke detector. Reach out to the host with any questions.\nUnavailable: Carbon monoxide alarm\nCarbon monoxide alarm\nThis place may not have a carbon monoxide detector. Reach out to the host with any questions.']","['https://a0.muscache.com/pictures/2d82a39c-e6df-4b1b-a8af-b2f67d98da0d.jpg', 'https://a0.muscache.com/pictures/miso/Hosting-582048594574604683/original/a694f4e2-3c73-4c33-a383-6ec056c9ee13.jpeg', 'https://a0.muscache.com/pictures/7f80c7ca-3409-4fe3-a99c-e22e2d6cd790.jpg', 'https://a0.muscache.com/pictures/miso/Hosting-582048594574604683/original/f0a4bf9f-2b64-4791-b22f-c152cfac4a22.jpeg', 'https://a0.muscache.com/pictures/miso/Hosting-582048594574604683/original/2c1b21de-c4be-496f-bdda-f1e5fab77c94.jpeg']",host data is not there
/rooms/559446471652182185?adults=1&children=0&infants=0&pets=0&check_in=2022-12-04&check_out=2022-12-09&previous_page_section_name=1000,Benbow Valley Getaway!Great location off HWY 101,Home in Garberville,Superhost,empty,$190,4 beds,4.96 ·,https://www.airbnb.com/s/Whitethorn--California--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&price_filter_input_type=0&price_filter_num_nights=5&query=Whitethorn%2C%20CA&place_id=ChIJ7Xppbifm1FQRz8IqmNmzBq4&date_picker_type=calendar&source=structured_search_input_header&search_type=autocomplete_click&items_offset=40,"Garberville, California, United States",Entire home hosted by Stephanie6 guests ·  · 3 bedrooms ·  · 4 beds ·  · 2 baths,6 guests · **__** · 3 bedrooms · **__** · 4 beds · **__** · 2 baths,"Enjoy all the beauty Southern Humboldt County has to offer from this relaxing and stylish creek-side home!Take a five minute walk to historic Benbow Inn and golf course. A five minute drive brings you the Eel River,  the giant redwoods,and several state parks.This fully renovated home comes with a stocked kitchen and a spacious floor plan that is perfect for family gatherings or entertaining.Come back after a day of adventure to relax in a soaking tub and all the comforts of home away from home!The spaceClean, modern, and brand new.",,,"['Bathroom\nBathtub\nHair dryer\nCleaning products\nSukin shampoo\nSukin conditioner\nAlba body soap\nHot water\nShower gel', 'Bedroom and laundry\nFree washer\nFree dryer – In unit\nEssentials\nTowels, bed sheets, soap, and toilet paper\nHangers\nBed linens\nEgyptian cotton linens\nExtra pillows and blankets\nRoom-darkening shades\nClothing storage: closet', 'Entertainment\nEthernet connection\n65"" HDTV with Netflix, Amazon Prime Video, Hulu, HBO Max, Disney+, standard cable, DVD player\nSonos Bluetooth sound system\nBooks and reading material', 'Family\nBoard games', 'Heating and cooling\nCentral air conditioning\nPortable fans\nCentral heating', 'Home safety\nSmoke alarm\nCarbon monoxide alarm\nFire extinguisher', 'Internet and office\nWifi\nDedicated workspace\nIn a common space', 'Kitchen and dining\nKitchen\nSpace where guests can cook their own meals\nGE Cafe refrigerator\nMicrowave\nCooking basics\nPots and pans, oil, salt and pepper\nDishes and silverware\nBowls, chopsticks, plates, cups, etc.\nFreezer\nDishwasher\nGE Cafe stove\nGE Cafe Line (gas 6 burner) oven\nHot water kettle\nCoffee maker: drip coffee maker, french press, pour-over coffee\nWine glasses\nToaster\nBaking sheet\nBlender\nCoffee\nDining table', 'Location features\nWaterfront\nRight next to a body of water\nPublic or shared beach access\nGuests can enjoy a nearby beach\nPrivate entrance\nSeparate street or building entrance\nLaundromat nearby', 'Outdoor\nPrivate patio or balcony\nPrivate backyard\nAn open space on the property usually covered in grass\nOutdoor furniture\nOutdoor dining area\nBikes', 'Parking and facilities\nFree parking on premises\nFree street parking\nSingle level home\nNo stairs in home', 'Services\nSelf check-in\nLockbox', 'Not included\nUnavailable: Security cameras on property\nSecurity cameras on property']",[],host data is not there
/rooms/24826740?adults=1&children=0&infants=0&pets=0&check_in=2022-12-07&check_out=2022-12-14&previous_page_section_name=1000,Avenue of the Giants River View Home (#1),Home in Miranda ,Superhost,$162 ,empty,3 queen beds,4.97 ·,https://www.airbnb.com/s/Whitethorn--California--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&price_filter_input_type=0&price_filter_num_nights=5&query=Whitethorn%2C%20CA&place_id=ChIJ7Xppbifm1FQRz8IqmNmzBq4&date_picker_type=calendar&source=structured_search_input_header&search_type=autocomplete_click&items_offset=40,"Miranda , California, United States",Entire home hosted by Marisa6 guests ·  · 3 bedrooms ·  · 3 beds ·  · 2 baths,6 guests · **__** · 3 bedrooms · **__** · 3 beds · **__** · 2 baths,empty,,Entire home hosted by Marisa,[],"['https://a0.muscache.com/pictures/a3a0d17a-16a6-4549-b773-2834a493a2bc.jpg', 'https://a0.muscache.com/pictures/43ddd3df-0490-41de-9424-1753b56d3983.jpg', 'https://a0.muscache.com/pictures/274c8a86-201d-4943-84cc-4ab355d20ba9.jpg', 'https://a0.muscache.com/pictures/21d5b0c1-bab5-4f78-bb52-35bc27cc351d.jpg', 'https://a0.muscache.com/pictures/616c09d8-f17a-4190-8e3c-041df7018544.jpg']",host data is not there
